Player_Names,Player_valuation,Age,Height,Position,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Jules Koundé,60000000,23,1.78,Centre-Back,right,2.32876712328767,Sevilla FC,La Liga,0.02,0.05,0.02,0.0,0.0,0.12,0.05,0.04,0.04,0.05,0.09,0.02,0.55,0.2,36.4,0.05,0.13,10.3,0.0,0.0,0.0,0.04,0.04,0.07,-0.01,-0.01,65.71,73.17,89.8,1347.94,452.48,22.26,23.92,93.1,32.72,34.65,94.4,10.16,13.43,75.6,0.05,0.05,0.4,4.36,0.37,0.05,3.99,73.17,70.07,3.1,1.98,0.02,7.76,2.35,0.32,0.0,0.0,0.0,0.0,58.1,6.62,8.45,6.49,60.75,2.95,1.12,0.22,65.71,0.1,0.84,1.04,0.67,1.09,1.02,0.0,0.02,0.0,0.05,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.97,0.64,0.55,0.37,0.05,0.32,0.72,44.8,0.4,7.66,3.3,43.0,3.99,2.92,0.74,1.09,0.42,0.0,0.67,2.13,3.1,3.87,0.07,83.16,11.58,39.21,42.39,7.51,1.61,80.46,0.74,1.29,57.7,0.82,0.0,58.6,316.33,184.56,5.03,1.34,0.05,0.69,0.55,61.89,60.18,97.2,0.84,0.12,0.05,0.0,0.62,1.12,0.0,0.32,2.13,0.64,0.02,0.05,0.0,10.68,3.35,1.64,67.2
Julian Baumgartlinger,1200000,34,1.84,Defensive Midfield,right,0.326027397260274,Bayer 04 Leverkusen,Bundesliga,0.17,0.0,0.17,0.0,0.0,0.08,0.0,0.12,0.12,0.03,0.13,0.17,0.59,0.34,57.1,0.29,0.5,14.6,0.0,0.0,0.0,0.12,0.12,0.19,0.05,0.05,48.61,56.08,86.7,927.37,200.57,20.32,22.42,90.6,19.31,21.32,90.6,8.06,10.41,77.4,0.0,0.03,0.67,4.53,0.5,0.08,4.7,56.08,54.32,1.76,1.6,0.0,11.25,1.85,0.17,0.0,0.0,0.0,0.0,39.79,6.63,9.65,8.06,43.82,2.35,0.08,0.25,48.61,0.08,0.67,0.59,1.09,1.93,1.51,0.0,0.0,0.08,0.34,0.0,0.17,0.08,0.0,0.0,0.08,0.0,0.0,3.86,2.35,1.51,2.1,0.25,1.34,2.85,47.1,1.51,16.62,6.97,41.9,4.79,9.65,2.18,1.68,0.0,0.0,1.68,1.43,5.29,1.6,0.0,65.57,1.68,13.85,42.48,11.59,0.84,64.14,0.59,0.59,100.0,0.59,0.0,41.81,141.46,51.21,1.93,0.34,0.0,0.42,0.67,47.52,43.66,91.9,1.09,0.08,0.0,0.0,1.09,1.6,0.0,0.17,1.43,2.35,0.0,0.0,0.0,10.91,2.1,1.09,65.8
Julian Brandt,25000000,25,1.85,Attacking Midfield,right,2.32876712328767,Borussia Dortmund,Bundesliga,0.26,0.26,0.26,0.0,0.0,0.08,0.0,0.14,0.14,0.21,0.35,0.26,1.2,0.45,37.5,0.22,0.58,17.8,0.0,0.0,0.0,0.14,0.14,0.11,0.12,0.12,45.41,57.81,78.6,774.28,206.74,22.73,26.67,85.2,16.23,19.38,83.7,5.03,8.79,57.3,0.26,0.21,2.03,3.27,1.5,0.23,5.3,57.81,53.23,4.58,0.68,0.15,9.47,2.37,1.58,3.49,1.5,1.62,0.04,43.27,5.93,8.6,10.78,44.29,1.46,0.34,0.6,45.41,0.15,1.05,2.82,1.35,3.68,2.29,0.94,0.26,0.11,0.04,0.04,0.75,0.45,0.15,0.11,0.0,0.04,0.0,1.8,1.24,0.6,0.83,0.38,0.56,2.44,23.1,1.88,23.66,6.95,29.4,5.67,12.17,5.82,1.69,0.11,0.0,1.58,1.13,2.93,0.45,0.0,69.87,0.94,9.28,36.06,28.81,3.12,65.4,1.46,2.52,58.2,1.54,0.08,46.62,239.05,112.42,5.97,1.5,0.71,2.29,1.88,59.2,50.6,85.5,7.1,0.08,0.0,0.0,0.71,0.83,0.08,1.58,1.13,1.24,0.0,0.04,0.0,8.23,0.41,1.46,22.0
Julian Chabot,2800000,24,1.95,Centre-Back,left,1.32602739726027,1. FC Köln,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.02,0.02,0.0,0.02,0.0,0.45,0.11,25.0,0.0,0.0,9.6,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02,42.07,50.53,83.3,1008.83,320.41,10.15,10.94,92.8,21.54,23.46,91.8,10.15,15.9,63.8,0.0,0.0,0.11,3.05,0.23,0.0,3.16,50.53,46.24,4.29,3.27,0.0,5.08,2.82,0.0,0.0,0.0,0.0,0.0,34.74,3.27,12.52,42.07,4.4,1.8,1.02,0.11,42.07,0.56,1.92,0.79,0.0,0.34,0.23,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.02,1.13,0.79,0.0,0.9,1.35,66.7,0.45,13.08,4.29,32.8,6.99,5.75,0.34,2.03,0.9,0.11,1.13,1.92,3.83,6.2,0.0,63.16,8.35,32.82,33.27,1.47,0.56,59.66,0.11,0.11,100.0,0.11,0.0,38.57,186.32,105.11,1.8,0.23,0.0,0.11,0.45,38.01,37.78,99.4,0.11,0.79,0.0,0.0,1.92,2.26,0.0,0.0,1.92,1.02,0.0,0.0,0.0,9.25,3.72,2.48,60.0
Julian Draxler,20000000,28,1.85,Left Winger,right,2.32876712328767,Paris Saint-Germain,Ligue 1,0.22,0.14,0.22,0.0,0.0,0.07,0.0,0.18,0.18,0.17,0.36,0.22,1.23,0.29,23.5,0.18,0.75,15.2,0.0,0.0,0.0,0.18,0.18,0.15,0.04,0.04,41.11,46.59,88.2,659.35,138.97,22.72,24.88,91.3,14.35,16.01,89.6,3.1,4.11,75.4,0.14,0.17,1.23,2.88,0.94,0.07,2.96,46.59,45.58,1.01,0.22,0.14,12.04,0.94,0.72,0.58,0.29,0.07,0.0,40.31,3.39,2.88,6.27,39.23,0.5,0.22,0.0,41.11,0.29,0.58,1.15,0.58,2.6,1.95,0.29,0.14,0.0,0.07,0.14,0.65,0.58,0.0,0.0,0.0,0.0,0.07,0.72,0.5,0.14,0.29,0.29,0.29,1.23,23.5,0.94,8.94,2.74,30.6,2.02,4.54,2.38,0.72,0.0,0.0,0.72,1.44,2.16,0.5,0.0,54.23,0.87,8.08,30.29,19.98,3.03,53.29,2.24,3.03,73.8,2.45,0.07,43.63,216.49,103.92,4.69,1.44,0.72,0.58,1.44,52.64,44.5,84.5,5.91,0.07,0.0,0.0,1.37,0.94,0.14,0.72,1.44,0.5,0.0,0.0,0.0,4.69,0.36,0.58,38.5
Julian Green,1500000,26,1.76,Central Midfield,right,2.32876712328767,SpVgg Greuther Fürth,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.03,0.03,0.07,0.1,0.0,1.52,0.55,36.4,0.0,0.0,25.8,0.0,0.0,0.0,0.03,0.03,0.02,-0.03,-0.03,25.4,35.2,72.2,461.6,124.51,11.87,13.67,86.9,9.8,11.04,88.8,2.9,8.97,32.3,0.0,0.07,1.24,1.79,0.55,0.14,2.48,35.2,28.16,7.04,3.59,0.0,6.21,1.93,2.48,3.04,1.38,1.52,0.0,22.09,3.17,9.94,4.97,28.16,1.24,0.41,0.0,25.4,0.14,0.55,0.97,0.41,2.07,0.83,0.83,0.0,0.0,0.28,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.97,0.0,1.1,0.28,0.41,1.24,33.3,0.83,13.39,3.87,28.9,3.04,7.32,3.04,1.24,0.28,0.0,0.97,1.52,2.9,0.55,0.0,47.62,0.69,6.49,25.81,19.46,1.1,41.0,0.14,0.97,14.3,0.14,0.0,28.44,159.85,74.95,4.56,2.21,0.14,1.79,1.1,33.68,26.5,78.7,3.87,0.14,0.0,0.0,1.52,3.17,0.0,2.48,1.52,0.97,0.0,0.0,0.0,8.97,0.41,1.79,18.8
Julian Ryerson,4000000,24,1.83,Right-Back,right,1.32602739726027,1.FC Union Berlin,Bundesliga,0.12,0.12,0.12,0.0,0.0,0.18,0.0,0.1,0.1,0.12,0.22,0.12,1.06,0.35,33.3,0.11,0.33,18.1,0.0,0.0,0.0,0.1,0.1,0.09,0.02,0.02,34.66,46.64,74.3,628.77,218.89,16.16,19.21,84.1,13.39,17.21,77.8,4.46,7.46,59.8,0.12,0.12,1.17,2.0,1.41,0.82,2.64,46.64,36.72,9.93,0.41,0.0,6.93,0.76,2.35,0.06,0.0,0.0,0.0,23.91,13.63,9.11,5.11,28.32,2.88,9.46,0.12,34.66,0.24,0.76,1.88,2.0,2.23,1.82,0.06,0.12,0.24,0.0,0.0,0.12,0.06,0.0,0.0,0.06,0.0,0.0,1.94,1.0,0.53,1.17,0.24,0.94,1.59,59.3,0.65,17.04,5.11,30.0,5.82,8.17,3.05,1.76,0.24,0.0,1.53,1.06,3.0,1.64,0.0,57.57,2.06,15.86,27.61,18.21,1.7,47.82,1.0,1.88,53.1,1.23,0.06,33.02,172.07,87.83,3.99,1.7,0.24,1.12,1.41,34.9,30.67,87.9,2.06,0.18,0.0,0.0,1.06,0.82,0.06,2.35,1.06,1.0,0.0,0.0,0.0,9.22,1.53,2.23,40.6
Julian Weigl,22000000,26,1.86,Defensive Midfield,right,2.32876712328767,SL Benfica,Primeira Liga,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.1,0.1,0.0,0.17,0.17,100.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,35.5,40.33,88.0,768.67,169.33,11.17,12.17,91.8,14.33,16.0,89.6,8.17,9.83,83.1,0.0,0.1,0.67,4.0,0.0,0.0,3.17,40.33,38.0,2.33,1.0,0.33,7.67,2.17,0.17,0.0,0.0,0.0,0.0,31.67,4.17,4.5,2.33,36.17,1.33,0.0,0.0,35.5,0.17,0.5,1.0,0.33,1.67,1.17,0.17,0.0,0.0,0.0,0.33,0.17,0.17,0.0,0.0,0.0,0.0,0.0,2.0,0.67,0.5,1.0,0.5,0.67,1.5,44.4,0.83,14.67,2.83,19.3,4.33,8.0,2.33,1.17,0.17,0.0,1.0,1.17,3.17,1.33,0.0,47.83,1.17,9.83,31.5,7.67,0.33,45.5,0.33,1.0,33.3,0.67,0.0,29.17,118.5,50.0,1.5,0.17,0.0,0.5,0.33,32.5,31.17,95.9,0.33,0.33,0.0,0.0,1.67,0.33,0.0,0.17,1.17,0.67,0.0,0.0,0.0,7.17,1.0,0.33,75.0
Julien Faussurier,400000,35,1.73,Right-Back,right,0.326027397260274,Stade Brestois 29,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.17,0.22,0.0,0.37,0.37,100.0,0.0,0.0,10.8,0.0,0.0,0.0,0.04,0.04,0.12,-0.04,-0.04,48.43,62.72,77.2,986.85,369.65,19.48,21.71,89.7,19.86,24.12,82.3,8.35,13.55,61.6,0.0,0.17,2.41,2.97,3.9,2.04,7.05,62.72,50.1,12.62,0.74,0.0,6.49,3.34,5.2,0.56,0.19,0.0,0.0,32.85,14.1,15.77,3.53,44.72,2.23,11.32,0.0,48.43,0.19,0.37,3.53,2.6,3.53,3.15,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,2.04,1.3,0.56,0.37,1.3,3.34,38.9,2.04,14.29,5.01,35.1,5.75,5.38,3.15,1.86,0.37,0.0,1.48,1.3,3.53,2.04,0.0,73.67,3.34,18.74,32.85,27.65,2.41,61.05,0.37,1.3,28.6,0.37,0.0,41.2,221.75,137.69,5.01,2.97,0.19,0.93,0.74,50.85,44.54,87.6,4.45,0.0,0.0,0.0,0.74,1.67,0.19,5.2,1.3,2.04,0.0,0.0,0.0,8.54,0.93,0.93,50.0
Julien Laporte,2500000,28,1.85,Centre-Back,right,1.32602739726027,FC Lorient,Ligue 1,0.06,0.0,0.06,0.0,0.0,0.28,0.03,0.03,0.03,0.01,0.05,0.06,0.38,0.09,25.0,0.17,0.67,11.4,0.0,0.0,0.0,0.03,0.03,0.09,0.03,0.03,41.68,47.43,87.9,1051.64,339.06,8.02,8.62,93.0,20.46,21.76,94.0,12.95,16.52,78.4,0.0,0.01,0.09,2.75,0.28,0.0,2.27,47.43,46.2,1.23,1.17,0.09,5.12,1.96,0.03,0.0,0.0,0.0,0.0,33.06,4.2,10.17,8.08,35.08,2.78,0.06,0.19,41.68,0.32,1.07,0.6,0.32,0.35,0.25,0.03,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,2.18,1.33,1.23,0.95,0.0,0.88,1.96,45.2,1.07,9.85,3.79,38.5,6.13,3.54,0.19,1.64,0.69,0.0,0.95,2.27,4.45,7.01,0.0,60.25,9.19,34.74,27.47,1.01,0.57,59.12,0.22,0.25,87.5,0.22,0.0,35.43,193.77,99.73,2.34,0.22,0.0,0.22,0.09,37.45,36.92,98.6,0.0,0.28,0.03,0.03,1.07,0.82,0.03,0.03,2.27,1.33,0.0,0.13,0.0,8.12,2.78,1.67,62.4
Júlio Tavares,1800000,33,1.87,Centre-Forward,right,0.326027397260274,Al-Faisaly Harmah,Ligue 1,0.23,0.09,0.18,0.05,0.05,0.0,0.0,0.34,0.3,0.11,0.41,0.23,2.25,0.77,34.0,0.08,0.24,14.1,0.0,0.05,0.05,0.34,0.3,0.14,-0.11,-0.12,16.86,25.06,67.3,243.86,58.68,10.1,13.29,75.9,4.96,7.57,65.5,0.9,1.89,47.6,0.09,0.11,1.44,1.22,0.72,0.09,2.03,25.06,23.3,1.76,0.18,0.09,10.64,0.18,0.59,0.0,0.0,0.0,0.0,11.0,7.17,6.9,3.65,10.64,2.57,0.68,1.13,16.86,0.09,0.27,0.54,1.22,2.25,1.89,0.05,0.14,0.05,0.14,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.45,0.32,0.14,0.18,0.14,0.05,0.59,7.7,0.54,16.09,3.97,24.6,0.81,6.99,8.29,0.54,0.05,0.0,0.5,0.23,0.68,1.35,0.0,36.28,1.31,2.97,17.98,16.58,4.91,34.57,0.41,1.13,36.0,0.45,0.05,17.4,68.95,25.51,1.53,0.5,0.14,1.98,1.98,48.9,27.54,56.3,9.42,0.0,0.0,0.0,1.22,2.21,0.36,0.59,0.23,0.32,0.0,0.0,0.0,3.83,7.66,6.4,54.5
Juninho Bacuna,4500000,24,1.78,Central Midfield,right,3.32876712328767,Birmingham City,Premier League,0.06,0.0,0.06,0.0,0.0,0.26,0.0,0.03,0.03,0.1,0.13,0.06,1.08,0.51,47.1,0.06,0.13,26.4,0.13,0.0,0.0,0.03,0.03,0.03,0.03,0.03,35.57,48.51,73.3,715.98,241.89,14.53,17.46,83.2,14.66,17.66,83.0,5.99,11.47,52.2,0.0,0.1,1.15,5.42,0.76,0.06,5.16,48.51,44.11,4.4,1.72,0.45,10.13,2.1,0.89,1.02,0.26,0.13,0.0,30.72,6.69,11.09,8.29,36.59,1.15,1.27,0.19,35.57,0.13,1.66,1.66,1.47,2.55,1.85,0.32,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,1.59,1.34,0.89,0.32,1.21,3.76,32.2,2.55,25.56,6.57,25.7,8.8,13.51,3.25,2.04,0.06,0.0,1.98,1.85,4.4,0.89,0.0,62.46,1.21,11.98,39.77,14.41,0.76,58.26,1.98,3.76,52.5,2.29,0.26,44.43,207.03,98.86,4.33,1.15,0.19,1.21,1.66,41.56,37.86,91.1,1.47,0.26,0.0,0.0,2.29,1.53,0.06,0.89,1.85,1.59,0.0,0.06,0.0,11.66,1.08,1.21,47.2
Júnior Alonso,7000000,29,1.85,Centre-Back,left,3.32876712328767,FK Krasnodar,Primera Div,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.07,0.07,0.03,0.1,0.0,0.67,0.34,50.0,0.0,0.0,15.4,0.0,0.0,0.0,0.07,0.07,0.09,-0.07,-0.07,39.79,53.56,74.3,726.04,318.53,16.29,19.31,84.3,18.64,23.51,79.3,4.37,9.4,46.4,0.0,0.03,0.84,3.36,0.67,0.5,3.86,53.56,48.36,5.21,0.67,0.17,5.71,1.68,2.18,0.0,0.0,0.0,0.0,31.23,9.4,12.93,36.44,6.55,4.37,4.53,0.17,39.79,0.17,1.68,0.84,1.85,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.01,1.01,0.67,0.17,0.5,2.52,20.0,2.01,10.41,3.02,29.0,5.37,3.86,1.18,2.69,0.34,0.0,2.35,0.5,2.35,2.85,0.0,62.97,3.69,18.13,36.1,10.58,1.34,57.76,0.34,1.01,33.3,0.34,0.0,37.95,124.59,65.49,3.53,1.18,0.0,0.67,0.34,42.15,38.62,91.6,1.85,0.34,0.0,0.0,1.01,0.34,0.17,2.18,0.5,1.01,0.0,0.0,0.0,9.07,2.18,0.84,72.2
Junior Dina Ebimbe,5000000,21,1.83,Central Midfield,right,1.32602739726027,Paris Saint-Germain,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.12,0.12,0.07,0.19,0.0,1.48,0.59,40.0,0.0,0.0,18.6,0.0,0.0,0.0,0.12,0.12,0.08,-0.12,-0.12,53.05,60.3,88.0,973.15,185.76,23.05,26.16,88.1,22.76,24.83,91.7,6.35,7.54,84.3,0.0,0.07,1.03,4.43,1.03,0.0,3.25,60.3,59.11,1.18,0.89,0.15,11.53,2.07,1.03,0.0,0.0,0.0,0.0,53.5,4.58,2.22,6.8,51.72,1.03,0.15,0.0,53.05,0.15,0.59,2.81,1.33,2.81,1.77,0.0,0.74,0.3,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.22,1.92,0.89,1.18,0.15,0.44,1.48,30.0,1.03,24.98,5.62,22.5,7.54,10.64,6.8,1.48,0.44,0.0,1.03,1.18,3.4,0.59,0.0,71.53,1.03,13.15,48.03,18.03,2.66,70.49,2.51,3.55,70.8,2.51,0.15,55.86,270.0,127.54,4.73,2.36,0.89,1.48,2.51,62.96,56.45,89.7,4.14,0.3,0.0,0.0,1.92,0.89,0.0,1.03,1.18,1.92,0.0,0.0,0.0,7.83,0.74,0.74,50.0
Junior Firpo,12000000,25,1.84,Left-Back,left,3.32876712328767,Leeds United,Premier League,0.0,0.07,0.0,0.0,0.0,0.67,0.0,0.05,0.05,0.11,0.16,0.0,0.6,0.07,11.1,0.0,0.0,12.4,0.0,0.0,0.0,0.05,0.05,0.08,-0.05,-0.05,45.17,53.51,84.4,773.44,267.4,20.48,22.88,89.5,20.88,23.95,87.2,3.27,5.14,63.6,0.07,0.11,1.13,3.6,1.0,0.33,4.27,53.51,45.3,8.21,0.2,0.0,7.61,0.67,1.27,0.0,0.0,0.0,0.0,34.89,11.68,6.94,34.56,7.61,2.2,8.01,0.27,45.17,0.27,0.53,1.93,1.13,2.34,1.73,0.27,0.07,0.07,0.07,0.13,0.2,0.07,0.07,0.0,0.0,0.0,0.07,3.6,1.87,1.73,1.53,0.33,1.67,2.94,56.8,1.27,17.95,5.34,29.7,8.47,6.54,2.94,1.8,0.47,0.07,1.33,1.8,5.4,2.67,0.0,66.32,3.27,19.75,32.89,17.68,2.2,58.18,0.67,1.27,52.6,0.67,0.07,39.23,185.54,114.89,5.4,1.6,0.2,0.87,0.53,41.63,38.16,91.7,2.47,0.67,0.0,0.0,2.6,0.93,0.13,1.27,1.8,1.87,0.0,0.0,0.07,8.47,1.93,1.07,64.4
Junior Hoilett,800000,31,1.74,Left Winger,right,0.326027397260274,Reading FC,Premier League,0.13,0.04,0.13,0.0,0.0,0.17,0.0,0.13,0.13,0.05,0.18,0.13,1.68,0.38,22.5,0.08,0.33,18.5,0.04,0.0,0.0,0.13,0.13,0.08,0.0,0.0,14.21,22.45,63.3,234.02,84.11,8.37,10.0,83.6,3.78,6.39,59.2,1.64,4.54,36.1,0.04,0.05,0.92,0.46,0.5,0.04,1.39,22.45,20.81,1.64,0.5,0.13,4.2,1.14,1.68,1.05,0.67,0.08,0.08,12.78,3.57,6.1,3.07,17.11,1.43,0.08,0.17,14.21,0.21,0.92,0.71,1.26,1.89,1.05,0.34,0.13,0.13,0.21,0.04,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.85,1.05,1.01,0.55,0.29,0.59,2.19,26.9,1.6,18.33,4.79,26.1,7.48,7.02,3.83,1.47,0.0,0.0,1.47,1.43,3.28,0.92,0.0,36.24,1.3,8.28,12.53,18.29,2.73,34.81,0.67,2.48,27.1,0.8,0.04,24.8,147.63,80.33,4.37,0.92,0.67,1.51,2.27,31.06,20.35,65.5,3.62,0.17,0.0,0.0,1.77,1.93,0.34,1.68,1.43,1.05,0.04,0.0,0.0,7.65,0.76,2.4,24.0
Junior Messias,6500000,30,1.74,Second Striker,left,0.326027397260274,AC Milan,Serie A,0.34,0.09,0.34,0.0,0.0,0.13,0.0,0.22,0.22,0.11,0.33,0.34,2.63,0.99,37.7,0.13,0.35,19.1,0.17,0.0,0.0,0.22,0.22,0.09,0.12,0.12,26.63,36.06,73.8,457.07,131.4,12.8,15.73,81.4,9.69,12.28,78.9,3.19,6.12,52.1,0.09,0.11,1.12,2.02,1.16,0.26,3.32,36.06,33.22,2.84,1.16,0.09,6.89,1.42,1.77,1.25,0.82,0.13,0.09,23.48,5.13,7.45,29.08,3.96,1.46,0.43,0.09,26.63,0.26,1.03,1.42,0.99,3.4,1.85,0.26,0.39,0.56,0.17,0.17,0.34,0.13,0.04,0.0,0.09,0.04,0.04,2.11,1.29,0.78,0.86,0.47,0.78,2.2,35.3,1.42,18.35,4.27,23.2,5.04,7.19,6.12,1.64,0.3,0.0,1.34,1.94,4.05,1.55,0.0,51.66,2.76,9.26,23.65,23.87,3.83,49.24,2.41,4.01,60.2,2.5,0.17,35.72,228.99,151.01,7.67,2.67,0.99,2.07,1.94,43.04,33.3,77.4,5.77,0.13,0.0,0.0,1.38,2.15,0.17,1.77,1.94,1.29,0.04,0.04,0.0,7.54,1.38,1.94,41.6
Junior Sambia,5500000,25,1.85,Right-Back,right,0.326027397260274,Montpellier HSC,Ligue 1,0.09,0.05,0.09,0.0,0.0,0.27,0.05,0.06,0.06,0.03,0.09,0.09,0.94,0.4,42.9,0.1,0.22,23.7,0.18,0.0,0.0,0.06,0.06,0.07,0.03,0.03,31.29,40.64,77.0,554.25,227.02,15.96,17.94,89.0,10.83,14.39,75.3,3.69,6.52,56.6,0.05,0.03,0.45,2.52,1.03,0.54,3.46,40.64,31.51,9.13,0.49,0.09,5.04,1.75,2.25,0.22,0.13,0.09,0.0,21.8,8.9,9.94,5.3,25.0,1.08,8.41,0.0,31.29,0.05,0.76,1.89,0.9,1.62,0.85,0.05,0.13,0.18,0.4,0.0,0.22,0.13,0.05,0.0,0.05,0.0,0.0,1.17,0.63,0.63,0.4,0.13,0.4,1.21,33.3,0.81,11.78,3.19,27.1,4.23,4.81,2.74,2.47,0.54,0.0,1.93,1.53,2.7,1.53,0.0,53.72,3.51,15.28,26.16,16.05,1.08,44.51,1.98,3.42,57.9,2.07,0.13,31.56,165.84,113.2,5.44,1.8,0.36,1.53,1.26,36.14,30.97,85.7,2.92,0.27,0.05,0.05,1.03,1.89,0.0,2.25,1.53,0.63,0.05,0.0,0.0,5.66,1.26,1.57,44.4
Junior Stanislas,1200000,32,1.83,Left Winger,right,1.32602739726027,AFC Bournemouth,Premier League,0.38,0.0,0.25,0.13,0.13,0.13,0.0,0.2,0.1,0.1,0.2,0.38,2.02,0.76,37.5,0.13,0.33,20.5,0.38,0.13,0.13,0.2,0.1,0.05,0.18,0.15,28.06,39.19,71.6,457.46,172.54,14.92,18.2,81.9,9.35,12.77,73.3,2.78,6.07,45.8,0.0,0.1,1.39,1.77,1.52,0.13,3.92,39.19,34.76,4.42,1.52,0.13,7.96,1.39,1.64,2.02,1.01,0.63,0.13,24.02,7.71,7.46,3.29,33.24,0.51,0.76,0.25,28.06,0.13,0.88,0.51,2.02,3.03,1.64,0.88,0.25,0.25,0.0,0.0,0.51,0.13,0.0,0.13,0.25,0.0,0.0,1.26,0.76,0.25,0.25,0.76,0.51,1.14,44.4,0.63,13.53,4.3,31.8,4.04,5.18,4.3,1.14,0.0,0.0,1.14,0.13,1.39,0.25,0.0,48.92,1.26,8.6,18.71,24.78,2.28,43.99,1.64,2.65,61.9,1.77,0.25,34.26,196.18,103.27,5.18,1.26,0.76,1.26,1.14,39.06,32.23,82.5,4.93,0.13,0.0,0.0,0.63,0.88,0.13,1.64,0.13,0.76,0.0,0.0,0.0,7.58,1.14,0.76,60.0
